0,1.1264600227870576,
1,0.6809147664396529,
2,0.7089852506237164,
3,0.5154995311253148,
4,0.35721862700818474,
5,0.3259244274694897,
6,0.28392264959558455,
7,0.22285499716515206,
8,0.1830254670296525,
9,0.15367327907691203,
10,0.12438151519233423,
11,0.0984401943115595,
12,0.08232209327273657,
13,0.06653945927569536,
14,0.05678767565050747,
15,0.04653630538298263,
16,0.043229861034005765,
17,0.031491404402242656,
18,0.02575418524846849,
19,0.0222368401966237,
20,0.018290717893504917,
21,0.016261635946006263,
22,0.014303966928015251,
23,0.012862194918173609,
24,0.009841628891310714,
25,0.00925332627586338,
26,0.0102279147570722,
27,0.009632865871125981,
28,0.008019873795658343,
29,0.007597519547009199,
30,0.007548286529279031,
31,0.007510189072699181,
32,0.007472508656381833,
33,0.007443573209863721,
34,0.007410732186233516,
35,0.007380195888408571,
36,0.007503114867995973,
37,0.007326098582166541,
38,0.007312702236807643,
39,0.007340549936537496,
40,0.007394884472540843,
41,0.007352567250640023,
42,0.006792560134990359,
43,0.005266915468398478,
44,0.005357963270828305,
45,0.005254979043263325,
46,0.005086294685345088,
47,0.0049843239678229,
48,0.004923891199845305,
49,0.004897178327322646,
50,0.004863206792867871,
51,0.004836727061141101,
