Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0049183018927007,0.0114743417366087,0.0156129469650768,0.0,0.0105667410031388,1
-0.0024876667324011,0.0072924600215988,0.0083091008751839,-0.0009185631573714,0.0139407742701528,2
-0.0025383256563912,0.0,0.0116699565831777,0.0085976896349015,0.0063933447248658,2
0.0155640309637597,0.0059361933100099,-0.0006298568636937,0.0,-0.000145461348862,3
0.0043062876838928,-0.0013995936208085,0.0118468180088974,0.0,0.0024523046295481,3
0.0,-0.0002928239750896,0.0074148337345343,0.0,0.0093528906848432,3
0.0,0.0067696585242833,0.0083974896247823,0.0,0.0,3
0.0105656806599224,0.0020148983242453,-0.0022730428926728,0.0,0.0033541922491603,3
0.0,0.0005779174737647,0.0022528936084732,0.0,0.0105345200699388,2
0.0,0.0,0.004363701459856,0.0,0.0086266249257979,3
0.0116684074270493,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0069618115422001,0.0,0.0046542577632899,4
-0.0026033770583489,-0.0029837038591491,0.0118135688580797,0.0,0.0051601060827062,3
0.0,-0.0015879313289638,0.0032112862538328,0.0,0.0096670950251969,3
0.0042155983133533,0.0015215281919574,0.0052243841811897,0.0,0.0,2
0.0017889856737527,0.0023335012850239,0.0065128442717573,0.0,0.0001882301911181,2
0.0062451374364915,-0.0011710845130919,0.0035411283380752,0.0,0.0020081554155725,3
0.0094893762841746,0.0,0.0009557423813072,0.0,0.0,4
0.0,0.0027183780076245,0.0,0.0,0.00769021816916,3
0.0041590261758101,0.0,0.0016972720554003,0.0,0.0044209839497694,4
0.0,0.0,0.004972692524021,0.0,0.0046434294542559,4
0.0067072956301282,0.0010152972849837,0.0016010028988254,0.0,0.0,3
0.0,0.0,0.0114073389120474,0.0,-0.002350736559871,4
0.0002332654419153,-0.0002429617344277,0.0062893415244942,0.0,0.002627427040597,3
0.0014296694171327,-0.0001871920498493,0.0091048787566851,0.0,-0.0014548748389283,3
0.0,0.0033079498216873,0.0020952068042801,0.0,0.0032936116755114,3
0.0007289684414973,0.0,0.00654224007161,0.0,0.0014152094265893,3
0.0,0.0,0.0085636553349727,0.0,0.0,4
-0.0035391668685497,-0.003385129436542,0.0040996584245012,0.0093781401508862,0.0019645596339045,3
0.0084924884675155,0.0,0.0,0.0,0.0,4
0.0,0.0036494720199815,0.0012477363098869,0.0,0.0028340074806453,4
-8.929837719229284e-06,0.0026448910788576,0.004684931902672,0.0,0.0003553968630734,3
0.001464988612643,0.0053254705721617,0.0029451822581259,0.0,-0.002124303490566,2
0.0,0.0075949400678264,0.0,0.0,0.0,4
0.0008988725061273,0.0008223895222194,0.0006337195439488,0.0,0.0051621879253024,2
0.0079541704194208,0.0,-0.0004950121637613,0.0,0.0,4
0.0,0.0,0.0040935330113128,0.0,0.0031233046997316,4
0.0,0.0,0.0020214086340721,0.0,0.0050189871677936,3
0.0,0.0089730239064416,-0.001939641949886,0.0,0.0,4
0.0019627368809167,0.0,0.0037388888981657,0.0,0.0012490169916305,3
0.0,0.0,0.002015581191247,0.0,0.004675243948803,5
0.0,0.0039234090692539,-0.0025544183505976,0.0,0.005049092849637,3
0.0,0.0061683404375477,0.0,0.0,0.0,4
0.0,0.0060147801155248,0.0,0.0,0.0,4
0.0,0.0012564169461735,0.0033655628463703,0.0,0.0013737873046397,3
0.0054356289100629,0.0,0.0,0.0,0.0005446994281015,4
0.0,0.0,0.0037959118596117,0.0,0.0021652603001711,4
0.0,0.0032379429508639,0.0026192172310665,0.0,0.0,3
0.0,0.0076194833413432,0.0,0.0,-0.0018296832514702,4
0.0031194179385278,0.0046425447149675,-0.003311622044404,0.0,0.0013134323701548,3
0.0,0.0,0.0057196540935249,0.0,0.0,4
0.0,-0.0037820562327646,0.0037589338547443,0.0,0.0057069794962956,3
0.0,0.0,0.0021477840795475,0.0,0.0033194932800945,4
0.0,0.0,0.0053736676646393,0.0,8.094347563027959e-05,4
0.0,0.0,0.0053904156645091,0.0,0.0,4
0.0,0.0,0.0039620760088516,0.0,0.0012673810027153,4
0.0067370751747183,0.0,-0.0047364780238108,0.0,0.0032157003916756,4
0.0,0.0024241948745431,0.0004185947511345,0.0,0.0023183449007774,4
0.0,0.0051432098397145,0.0,0.0,0.0,4
0.0019819291064806,0.0,0.0025369769100852,0.0,0.0004270564521673,3
0.0059475141157446,0.0,0.0003570820420342,0.0,-0.0013610116700049,4
0.0,0.0,0.0,0.0,0.0047592205193518,4
0.0,0.0034004503944817,0.0013151790284844,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0045903489480429,5
-0.0061878831671249,-0.0019105213214851,0.0107521693692156,-0.0001612695306247,0.0020528305647337,4
0.0,0.0,0.0007302863200704,0.0,0.0037756784960138,5
0.0,0.0032084357736694,0.0011636003536753,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0043379506528478,5
0.0,0.0,-0.0002479831073282,0.0,0.0043073323330817,5
-0.004209118399532,0.0027833961615666,0.0054304744141407,0.0,5.193068802287204e-05,3
0.0,0.0,0.0040438590836696,0.0,0.0,4
0.0,0.0,-0.0002870311825516,0.0,0.0042013356624717,5
0.0,0.0028231574137882,0.0,0.0,0.0010857792124134,4
0.0,0.0,0.0039082096537388,0.0,0.0,4
0.0,0.0,0.0038898214716638,0.0,0.0,4
0.0,0.0056950706783268,-0.0042269085711256,0.0,0.0024196903440771,4
0.0,0.0,0.000525884999982,0.0,0.0033582103862861,5
0.0,0.007665452841749,-0.0020744108383797,0.0,-0.0017314707390241,4
0.0,0.0,0.0,0.0,0.0038278738740553,5
0.0,0.0014298034271226,0.0006257155043262,0.0,0.0017664999171918,4
0.0,0.0,0.0,0.0,0.0038030493624258,5
0.0,0.0,-2.807194258251933e-05,0.0,0.0038025062537266,5
0.0,0.0027136099105978,-0.0007610841178406,0.0,0.0016344132051073,4
-0.0045777702424268,0.0,0.0054074110145991,0.0,0.0026811125528659,4
0.0030236351821938,0.0,0.0,0.0,0.0004297360607286,4
